corpus_order,paper_id,inspire_id,year,title,authors,document_type,arxiv_ids,dois,report_numbers,inspire_url,pilot_included,pilot_order,pilot_series,full_text_status,local_pdf_path,local_pdf_relative_path,local_pdf_filename,local_pdf_bytes,local_pdf_pages,sha256,source_manifest_sha256,hash_verification,pdf_source,pdf_source_url,alternate_local_artifact_count,alternate_local_artifact_paths,multiple_arxiv_artifacts,duplicate_record_of,record_flags,retrieval_errors
266,1904.13336,1732260,2019,Progress on cubic interactions of arbitrary superspin supermultiplets via gauge invariant supercurrents,"Gates, S. James | Koutrolikos, K.",article,1904.13336,10.1016/j.physletb.2019.134868,,https://inspirehep.net/literature/1732260,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1904.13336_Progress_on_cubic_interactions_of_arbitrary_superspin_supermultiplets_via_gauge_invariant.pdf,pdfs/2019_1904.13336_Progress_on_cubic_interactions_of_arbitrary_superspin_supermultiplets_via_gauge_invariant.pdf,2019_1904.13336_Progress_on_cubic_interactions_of_arbitrary_superspin_supermultiplets_via_gauge_invariant.pdf,196760,11,935aae514241b3a2227a2b0c2c544c8694d50ab5ca47d995ec150f0fd2a90350,935aae514241b3a2227a2b0c2c544c8694d50ab5ca47d995ec150f0fd2a90350,matched,arXiv,https://arxiv.org/pdf/1904.13336,0,,false,,,
267,1911.00807,1762868,2019,Superfield Component Decompositions and the Scan for Prepotential Supermultiplets in 10D Superspaces,"James Gates, S. | Hu, Yangrui | Mak, S.-N. Hazel",article,1911.00807,10.1007/JHEP02(2020)176,,https://inspirehep.net/literature/1762868,true,1,adynkra_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1911.00807_Superfield_Component_Decompositions_and_the_Scan_for_Prepotential_Supermultiplets_in_10D_S.pdf,pdfs/2019_1911.00807_Superfield_Component_Decompositions_and_the_Scan_for_Prepotential_Supermultiplets_in_10D_S.pdf,2019_1911.00807_Superfield_Component_Decompositions_and_the_Scan_for_Prepotential_Supermultiplets_in_10D_S.pdf,1862777,67,ef3cf1d71b17eec8038c78b4745f4d8410e52b629cbc9c661e26a5248f945af6,ef3cf1d71b17eec8038c78b4745f4d8410e52b629cbc9c661e26a5248f945af6,matched,arXiv,https://arxiv.org/pdf/1911.00807,0,,false,,duplicate_doi_alias_removed,
268,1903.08631,1725940,2019,Superfield continuous spin equations of motion,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, K.",article,1903.08631,10.1016/j.physletb.2019.05.015,,https://inspirehep.net/literature/1725940,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2019_1903.08631_Superfield_continuous_spin_equations_of_motion.pdf,pdfs/2019_1903.08631_Superfield_continuous_spin_equations_of_motion.pdf,2019_1903.08631_Superfield_continuous_spin_equations_of_motion.pdf,212786,13,ef8e9b7cd6b4c386296d08fb4f241c4428a105d255d2c375e68e52750b607110,ef8e9b7cd6b4c386296d08fb4f241c4428a105d255d2c375e68e52750b607110,matched,arXiv,https://arxiv.org/pdf/1903.08631,0,,false,,,
269,2012.14549,1838864,2020,"A Letter Highlighting Matrix Mapping in Minimal 4D, cal N = 1 On-Shell Supermultiplet Representations","Gates, Delilah E.A. | Gates, S. James",article,2012.14549,,,https://inspirehep.net/literature/1838864,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2012.14549_A_Letter_Highlighting_Matrix_Mapping_in_Minimal_4D_cal_N_1_On_Shell_Supermultiplet_Represe.pdf,pdfs/2020_2012.14549_A_Letter_Highlighting_Matrix_Mapping_in_Minimal_4D_cal_N_1_On_Shell_Supermultiplet_Represe.pdf,2020_2012.14549_A_Letter_Highlighting_Matrix_Mapping_in_Minimal_4D_cal_N_1_On_Shell_Supermultiplet_Represe.pdf,289912,9,8802f9466965401692ceac6b0c03f60559f270303aede8b1556dba72ece19aad,8802f9466965401692ceac6b0c03f60559f270303aede8b1556dba72ece19aad,matched,arXiv,https://arxiv.org/pdf/2012.14549,0,,false,,,
270,2012.14015,1838426,2020,"A note on exemplary off-shell constructions of 4D, N = 2 supersymmetry representations","Bristow, Devin D. | Caporaletti, John H. | Cianciara, Aleksander J. | Gates, S. James | Levine, Delina | Yerger, Gabriel",article,2012.14015,10.1007/JHEP04(2022)104,,https://inspirehep.net/literature/1838426,true,6,permutahedron_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2012.14015_A_note_on_exemplary_off_shell_constructions_of_4D_N_2_supersymmetry_representations.pdf,pdfs/2020_2012.14015_A_note_on_exemplary_off_shell_constructions_of_4D_N_2_supersymmetry_representations.pdf,2020_2012.14015_A_note_on_exemplary_off_shell_constructions_of_4D_N_2_supersymmetry_representations.pdf,2129448,15,67606499dda53ff78e3d80ca405498d8d1e2fd060936605fac04804ca7cd9b47,67606499dda53ff78e3d80ca405498d8d1e2fd060936605fac04804ca7cd9b47,matched,arXiv,https://arxiv.org/pdf/2012.14015,1,/Users/brandon/Documents/S_James_Gates_Publications/Gates_specifically_called_out/01_2012.14015_A_note_on_exemplary_off-shell_constructions.pdf,false,,exact_duplicate_local_artifact,
271,2002.08502,1781516,2020,"Adinkra foundation of component decomposition and the scan for superconformal multiplets in 11D, N = 1 superspace","James Gates, S. | Hu, Yangrui | Mak, S.N. Hazel",article,2002.08502,10.1007/JHEP09(2020)089,,https://inspirehep.net/literature/1781516,true,2,adynkra_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2002.08502_Adinkra_foundation_of_component_decomposition_and_the_scan_for_superconformal_multiplets_i.pdf,pdfs/2020_2002.08502_Adinkra_foundation_of_component_decomposition_and_the_scan_for_superconformal_multiplets_i.pdf,2020_2002.08502_Adinkra_foundation_of_component_decomposition_and_the_scan_for_superconformal_multiplets_i.pdf,1449842,70,62587ef23aa92fd30bb7d978cc4e628275a18dd14fcb10fdf2020906638e554c,62587ef23aa92fd30bb7d978cc4e628275a18dd14fcb10fdf2020906638e554c,matched,arXiv,https://arxiv.org/pdf/2002.08502,0,,false,,duplicate_doi_alias_removed,
272,2006.03609,1799870,2020,"Advening to adynkrafields: Young tableaux to component fields of the 10D, N=1 scalar superfield","Gates, S. James | Hu, Yangrui | Mak, S.-N. Hazel",article,2006.03609,10.4310/ATMP.2021.v25.n6.a3,,https://inspirehep.net/literature/1799870,true,3,adynkra_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2006.03609_Advening_to_adynkrafields_Young_tableaux_to_component_fields_of_the_10D_N_1_scalar_superfi.pdf,pdfs/2020_2006.03609_Advening_to_adynkrafields_Young_tableaux_to_component_fields_of_the_10D_N_1_scalar_superfi.pdf,2020_2006.03609_Advening_to_adynkrafields_Young_tableaux_to_component_fields_of_the_10D_N_1_scalar_superfi.pdf,1914190,78,a0f8f334810db48d14f4815724b5e826befad9cd142376cd05b82c110a5da048,a0f8f334810db48d14f4815724b5e826befad9cd142376cd05b82c110a5da048,matched,arXiv,https://arxiv.org/pdf/2006.03609,0,,false,,,
273,2007.07390,1807004,2020,Component decompositions and adynkra libraries for supermultiplets in lower dimensional superspaces,"Gates, S. James | Hu, Yangrui | Mak, S.-N. Hazel",article,2007.07390,10.1007/JHEP09(2021)202,,https://inspirehep.net/literature/1807004,true,4,adynkra_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2007.07390_Component_decompositions_and_adynkra_libraries_for_supermultiplets_in_lower_dimensional_su.pdf,pdfs/2020_2007.07390_Component_decompositions_and_adynkra_libraries_for_supermultiplets_in_lower_dimensional_su.pdf,2020_2007.07390_Component_decompositions_and_adynkra_libraries_for_supermultiplets_in_lower_dimensional_su.pdf,2174761,66,8d6a2a46228cc2db047c7e578ae19a11a5be9163d9d9cf3ea1f4d2cd7809f7e9,8d6a2a46228cc2db047c7e578ae19a11a5be9163d9d9cf3ea1f4d2cd7809f7e9,matched,arXiv,https://arxiv.org/pdf/2007.07390,0,,false,,duplicate_doi_alias_removed,
274,2010.02061,1821396,2020,Hierarchy of Supersymmetric Higher Spin Connections,"Buchbinder, I.L. | Gates, S. James | Koutrolikos, K.",article,2010.02061,10.1103/PhysRevD.102.125018,,https://inspirehep.net/literature/1821396,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2010.02061_Hierarchy_of_Supersymmetric_Higher_Spin_Connections.pdf,pdfs/2020_2010.02061_Hierarchy_of_Supersymmetric_Higher_Spin_Connections.pdf,2020_2010.02061_Hierarchy_of_Supersymmetric_Higher_Spin_Connections.pdf,298520,12,7c60d8e28bf4f62fbea923596b4fe0bf2472bc9dcc753e7ea747e76536f8e20c,7c60d8e28bf4f62fbea923596b4fe0bf2472bc9dcc753e7ea747e76536f8e20c,matched,arXiv,https://arxiv.org/pdf/2010.02061,0,,false,,duplicate_doi_alias_removed,
275,2010.06124,1822476,2020,Infinite-dimensional algebraic mathfrakSpin (N) structure in extended/higher dimensional SUSY holoraumy for valise and on shell supermultiplet representations,"Gates, S. James | Hannon, Gabriel | Siew, Rui Xian | Stiffler, Kory",article,2010.06124,10.1007/JHEP05(2022)173,,https://inspirehep.net/literature/1822476,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2010.06124_Infinite_dimensional_algebraic_mathfrakSpin_N_structure_in_extended_higher_dimensional_SUS.pdf,pdfs/2020_2010.06124_Infinite_dimensional_algebraic_mathfrakSpin_N_structure_in_extended_higher_dimensional_SUS.pdf,2020_2010.06124_Infinite_dimensional_algebraic_mathfrakSpin_N_structure_in_extended_higher_dimensional_SUS.pdf,560820,40,4942bf7a09314a9a75ec646ea9645b6112cb9d715a19bb4dca4d466fe31af1f0,4942bf7a09314a9a75ec646ea9645b6112cb9d715a19bb4dca4d466fe31af1f0,matched,arXiv,https://arxiv.org/pdf/2010.06124,0,,false,,duplicate_doi_alias_removed,
276,2010.14659,1826638,2020,"Properties of HYMNs in Examples of Four-Color, Five-Color, and Six-Color Adinkras","Gates, S. James | Hu, Yangrui | Stiffler, Kory",article,2010.14659,10.1142/S0217751X21500822,,https://inspirehep.net/literature/1826638,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2010.14659_Properties_of_HYMNs_in_Examples_of_Four_Color_Five_Color_and_Six_Color_Adinkras.pdf,pdfs/2020_2010.14659_Properties_of_HYMNs_in_Examples_of_Four_Color_Five_Color_and_Six_Color_Adinkras.pdf,2020_2010.14659_Properties_of_HYMNs_in_Examples_of_Four_Color_Five_Color_and_Six_Color_Adinkras.pdf,1287606,31,0930eb2824155e4821ef7fd94907799187711d148b767d9da5574a2bc70fb8f1,0930eb2824155e4821ef7fd94907799187711d148b767d9da5574a2bc70fb8f1,matched,arXiv,https://arxiv.org/pdf/2010.14659,0,,false,,,
277,2012.09211,1837085,2020,Supersymmetry and Representation Theory in Low Dimensions,"Calkins, Mathew | Gates, S. James | Klivans, Caroline",article,2012.09211,,,https://inspirehep.net/literature/1837085,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2012.09211_Supersymmetry_and_Representation_Theory_in_Low_Dimensions.pdf,pdfs/2020_2012.09211_Supersymmetry_and_Representation_Theory_in_Low_Dimensions.pdf,2020_2012.09211_Supersymmetry_and_Representation_Theory_in_Low_Dimensions.pdf,864555,15,49ad2bcb49c4e4ed4fa6191ab161d3714d5b4fe23e2c927e7fb8386ed5af1069,49ad2bcb49c4e4ed4fa6191ab161d3714d5b4fe23e2c927e7fb8386ed5af1069,matched,arXiv,https://arxiv.org/pdf/2012.09211,0,,false,,,
278,2012.13308,1838225,2020,"The 300 “correlators” suggests 4D, N = 1 SUSY is a solution to a set of Sudoku puzzles","Cianciara, Aleksander J. | Gates, S. James | Hu, Yangrui | Kirk, Renee",article,2012.13308,10.1007/JHEP05(2021)077,,https://inspirehep.net/literature/1838225,true,5,permutahedron_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2012.13308_The_300_correlators_suggests_4D_N_1_SUSY_is_a_solution_to_a_set_of_Sudoku_puzzles.pdf,pdfs/2020_2012.13308_The_300_correlators_suggests_4D_N_1_SUSY_is_a_solution_to_a_set_of_Sudoku_puzzles.pdf,2020_2012.13308_The_300_correlators_suggests_4D_N_1_SUSY_is_a_solution_to_a_set_of_Sudoku_puzzles.pdf,3409914,38,b75a70b4642ba62f973993d37da2310a374de3b0b3f86d18bcd81c11e08a7957,b75a70b4642ba62f973993d37da2310a374de3b0b3f86d18bcd81c11e08a7957,matched,arXiv,https://arxiv.org/pdf/2012.13308,1,/Users/brandon/Documents/S_James_Gates_Publications/Gates_specifically_called_out/04_2012.13308_The_300_Correlators.pdf,false,,duplicate_doi_alias_removed | exact_duplicate_local_artifact,
279,2007.05097,1806430,2020,"Weyl covariance, and proposals for superconformal prepotentials in 10D superspaces","Gates, S. James | Hu, Yangrui | Mak, S.N. Hazel",article,2007.05097,10.1007/JHEP03(2021)074,,https://inspirehep.net/literature/1806430,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2020_2007.05097_Weyl_covariance_and_proposals_for_superconformal_prepotentials_in_10D_superspaces.pdf,pdfs/2020_2007.05097_Weyl_covariance_and_proposals_for_superconformal_prepotentials_in_10D_superspaces.pdf,2020_2007.05097_Weyl_covariance_and_proposals_for_superconformal_prepotentials_in_10D_superspaces.pdf,640083,47,197604bc6b5c9e0dfb12044d981aae467920f46554ba9371f1eb9b6389d00a73,197604bc6b5c9e0dfb12044d981aae467920f46554ba9371f1eb9b6389d00a73,matched,arXiv,https://arxiv.org/pdf/2007.05097,0,,false,,duplicate_doi_alias_removed,
280,2111.08186,1969605,2021,Cluster Superalgebras and Stringy Integrals,"Gates, S. James | Hazel Mak, S.-N. | Spradlin, Marcus | Volovich, Anastasia",article,2111.08186,,,https://inspirehep.net/literature/1969605,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2021_2111.08186_Cluster_Superalgebras_and_Stringy_Integrals.pdf,pdfs/2021_2111.08186_Cluster_Superalgebras_and_Stringy_Integrals.pdf,2021_2111.08186_Cluster_Superalgebras_and_Stringy_Integrals.pdf,535777,21,251acc4cfabf4ed6aa8071c8cfb2fec7c95086eab7b21fc62f1347d3cf1e18a8,251acc4cfabf4ed6aa8071c8cfb2fec7c95086eab7b21fc62f1347d3cf1e18a8,matched,arXiv,https://arxiv.org/pdf/2111.08186,0,,false,,,
281,2103.11899,1852871,2021,"On 1D, N = 4 Supersymmetric SYK-Type Models (I)","Gates, S. James | Hu, Yangrui | Mak, S.-N. Hazel",article,2103.11899,10.1007/JHEP06(2021)158,,https://inspirehep.net/literature/1852871,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2021_2103.11899_On_1D_N_4_Supersymmetric_SYK_Type_Models_I.pdf,pdfs/2021_2103.11899_On_1D_N_4_Supersymmetric_SYK_Type_Models_I.pdf,2021_2103.11899_On_1D_N_4_Supersymmetric_SYK_Type_Models_I.pdf,678190,52,1a29ca6179b7116d3c247cfaeec9353bd8c767d141500b47561b9dd2cfc87e4f,1a29ca6179b7116d3c247cfaeec9353bd8c767d141500b47561b9dd2cfc87e4f,matched,arXiv,https://arxiv.org/pdf/2103.11899,0,,false,,,
282,2110.15562,1956018,2021,"On 1D, N = 4 supersymmetric SYK-type models. Part II","Gates, S. James | Hu, Yangrui | Mak, S.-N. Hazel",article,2110.15562,10.1007/JHEP03(2022)148,,https://inspirehep.net/literature/1956018,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2021_2110.15562_On_1D_N_4_supersymmetric_SYK_type_models_Part_II.pdf,pdfs/2021_2110.15562_On_1D_N_4_supersymmetric_SYK_type_models_Part_II.pdf,2021_2110.15562_On_1D_N_4_supersymmetric_SYK_type_models_Part_II.pdf,498496,31,17369491c2dfd5b3fe305d23a65c1aad1c2e3b5751273d716f4a7bd204cabe19,17369491c2dfd5b3fe305d23a65c1aad1c2e3b5751273d716f4a7bd204cabe19,matched,arXiv,https://arxiv.org/pdf/2110.15562,0,,false,,,
283,2112.13059,1997189,2021,Superspace BRST/BV Operators of Superfield Gauge Theories,"Buchbinder, Ioseph Lvovich | Gates, Sylvester James | Jr. | Koutrolikos, Konstantinos",article,2112.13059,10.3390/sym14020256,,https://inspirehep.net/literature/1997189,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2021_2112.13059_Superspace_BRST_BV_Operators_of_Superfield_Gauge_Theories.pdf,pdfs/2021_2112.13059_Superspace_BRST_BV_Operators_of_Superfield_Gauge_Theories.pdf,2021_2112.13059_Superspace_BRST_BV_Operators_of_Superfield_Gauge_Theories.pdf,314039,22,a8a204598ebd53bd734067c83427ab6830a5fb3339d4990ea780696c9da48823,a8a204598ebd53bd734067c83427ab6830a5fb3339d4990ea780696c9da48823,matched,arXiv,https://arxiv.org/pdf/2112.13059,0,,false,,,
284,2107.06854,1883895,2021,"Superspace first order formalism, trivial symmetries and electromagnetic interactions of linearized supergravity","Buchbinder, I.L. | Gates, S. James | Koutrolikos, K.",article,2107.06854,10.1007/JHEP09(2021)077,,https://inspirehep.net/literature/1883895,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2021_2107.06854_Superspace_first_order_formalism_trivial_symmetries_and_electromagnetic_interactions_of_li.pdf,pdfs/2021_2107.06854_Superspace_first_order_formalism_trivial_symmetries_and_electromagnetic_interactions_of_li.pdf,2021_2107.06854_Superspace_first_order_formalism_trivial_symmetries_and_electromagnetic_interactions_of_li.pdf,371200,25,bd718be20e840eb4458fd862c3eefff39a1e6b4355dc5e89b49de8b23ce36082,bd718be20e840eb4458fd862c3eefff39a1e6b4355dc5e89b49de8b23ce36082,matched,arXiv,https://arxiv.org/pdf/2107.06854,0,,false,,duplicate_doi_alias_removed,
285,2203.10393,2055661,2022,In Search of Excellence and Equity in Physics,"Barzi, Emanuela | Gates, S. James | Springer, Roxanne",conference paper,2203.10393,,FERMILAB-PUB-22-135-TD,https://inspirehep.net/literature/2055661,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2022_2203.10393_In_Search_of_Excellence_and_Equity_in_Physics.pdf,pdfs/2022_2203.10393_In_Search_of_Excellence_and_Equity_in_Physics.pdf,2022_2203.10393_In_Search_of_Excellence_and_Equity_in_Physics.pdf,184083,5,b14bf2cb3aae503fa889a7773fc8fa48c0ffea2b4c874bea291b83adc0d1be09,b14bf2cb3aae503fa889a7773fc8fa48c0ffea2b4c874bea291b83adc0d1be09,matched,arXiv,https://arxiv.org/pdf/2203.10393,0,,false,,,
286,2212.00614,2606563,2022,"Modern tensor–spinor symbolic algebra algorithms and computing non-closure geometry and holoraumy in 11D, 𝒩=1 supergravity","Gates, S. James | Hilsenrath, Isaiah B. | Hilsenrath, Saul",article,2212.00614,10.1142/S0217751X24501185,,https://inspirehep.net/literature/2606563,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2022_2212.00614_Modern_tensorspinor_symbolic_algebra_algorithms_and_computing_non_closure_geometry_and_hol.pdf,pdfs/2022_2212.00614_Modern_tensorspinor_symbolic_algebra_algorithms_and_computing_non_closure_geometry_and_hol.pdf,2022_2212.00614_Modern_tensorspinor_symbolic_algebra_algorithms_and_computing_non_closure_geometry_and_hol.pdf,2042151,59,8695a1afc1bbb5386820893c588455f83d3396df09f228162bb8b2488a24f377,8695a1afc1bbb5386820893c588455f83d3396df09f228162bb8b2488a24f377,matched,arXiv,https://arxiv.org/pdf/2212.00614,0,,false,,,
287,2212.07442,2614891,2022,Towards a direct detection of the spin of dark matter,"Jenks, Leah | Koutrolikos, Konstantinos | McDonough, Evan | Alexander, Stephon | Gates, S. James, Jr.",article,2212.07442,10.1016/j.physletb.2023.137956,,https://inspirehep.net/literature/2614891,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2022_2212.07442_Towards_a_direct_detection_of_the_spin_of_dark_matter.pdf,pdfs/2022_2212.07442_Towards_a_direct_detection_of_the_spin_of_dark_matter.pdf,2022_2212.07442_Towards_a_direct_detection_of_the_spin_of_dark_matter.pdf,1922809,23,21d1cf63eaaf40aed3b14f2836c35c99abb290a5368385a0b1f0bbb581e8d48e,21d1cf63eaaf40aed3b14f2836c35c99abb290a5368385a0b1f0bbb581e8d48e,matched,arXiv,https://arxiv.org/pdf/2212.07442,0,,false,,duplicate_doi_alias_removed,
288,2311.06842,2721972,2023,Unfolded Adinkra Properties of Supermultiplets (I),"Cianciara, leksander J. | Gates, S. James | Lee, Youngik (Tom) | Levy, Ethan T. | Razzaz, Tarek O. | Richardson, Jacob",article,2311.06842,,,https://inspirehep.net/literature/2721972,true,8,unfolded_adinkra,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2023_2311.06842_Unfolded_Adinkra_Properties_of_Supermultiplets_I.pdf,pdfs/2023_2311.06842_Unfolded_Adinkra_Properties_of_Supermultiplets_I.pdf,2023_2311.06842_Unfolded_Adinkra_Properties_of_Supermultiplets_I.pdf,6039877,52,346e5c3863f81d4afc8d0faf90a0f23c805062a21e9aebc1b32c96a1dd1b6e86,346e5c3863f81d4afc8d0faf90a0f23c805062a21e9aebc1b32c96a1dd1b6e86,matched,arXiv,https://arxiv.org/pdf/2311.06842,1,/Users/brandon/Documents/S_James_Gates_Publications/Gates_specifically_called_out/03_2311.06842_Unfolded_Adinkra_Properties_I.pdf,false,,exact_duplicate_local_artifact,
289,2304.09830,2652632,2023,cal N=2 SUSY and the Hexipentisteriruncicantitruncated 7-Simplex,"Cianciara, Aleksander J. | Coleman, Zachary | Gates, S. James, Jr. | Lee, Youngik Tom | Zhang, Ziyang",article,2304.09830,,,https://inspirehep.net/literature/2652632,true,7,permutahedron_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2023_2304.09830_cal_N_2_SUSY_and_the_Hexipentisteriruncicantitruncated_7_Simplex.pdf,pdfs/2023_2304.09830_cal_N_2_SUSY_and_the_Hexipentisteriruncicantitruncated_7_Simplex.pdf,2023_2304.09830_cal_N_2_SUSY_and_the_Hexipentisteriruncicantitruncated_7_Simplex.pdf,4138303,36,d68c14ad31e824b52076bd4be078c6aec0167f0a622c55c4a9d4d2a6d2ef2a34,d68c14ad31e824b52076bd4be078c6aec0167f0a622c55c4a9d4d2a6d2ef2a34,matched,arXiv,https://arxiv.org/pdf/2304.09830,1,/Users/brandon/Documents/S_James_Gates_Publications/Gates_specifically_called_out/02_2304.09830_N2_SUSY_and_the_7-Simplex.pdf,false,,exact_duplicate_local_artifact,
290,2408.09342,2819157,2024,"A Précis: Minimal Four Color Holoraumy and Wolfram's ""New Kind of Science"" Paradigm","Gates, S. James | Youngik | Lee",article,2408.09342,,,https://inspirehep.net/literature/2819157,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2024_2408.09342_A_Precis_Minimal_Four_Color_Holoraumy_and_Wolfram_s_New_Kind_of_Science_Paradigm.pdf,pdfs/2024_2408.09342_A_Precis_Minimal_Four_Color_Holoraumy_and_Wolfram_s_New_Kind_of_Science_Paradigm.pdf,2024_2408.09342_A_Precis_Minimal_Four_Color_Holoraumy_and_Wolfram_s_New_Kind_of_Science_Paradigm.pdf,4255995,54,8344013301257c6efc51c7b016ec7c1faf6bb7468804d3626b4892eeb770cca0,8344013301257c6efc51c7b016ec7c1faf6bb7468804d3626b4892eeb770cca0,matched,arXiv,https://arxiv.org/pdf/2408.09342,0,,false,,,
291,2407.09334,2807436,2024,"Adynkra Genomes, Adynkrafields, and the 4D, cal N = 1 Supergravity Superfield Prepotential","Gates, S. James | Hu, Yangrui",article,2407.09334,,,https://inspirehep.net/literature/2807436,true,9,adynkra_sequence,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2024_2407.09334_Adynkra_Genomes_Adynkrafields_and_the_4D_cal_N_1_Supergravity_Superfield_Prepotential.pdf,pdfs/2024_2407.09334_Adynkra_Genomes_Adynkrafields_and_the_4D_cal_N_1_Supergravity_Superfield_Prepotential.pdf,2024_2407.09334_Adynkra_Genomes_Adynkrafields_and_the_4D_cal_N_1_Supergravity_Superfield_Prepotential.pdf,435439,23,64f0ae888933a8a6ff7b768c73d21656baa557ef7b089aab9f6252129ee58f81,64f0ae888933a8a6ff7b768c73d21656baa557ef7b089aab9f6252129ee58f81,matched,arXiv,https://arxiv.org/pdf/2407.09334,0,,false,,,
292,2512.12157,3092791,2025,10D Supergravity Numerical Data Sets for L & R Matrices,"Cigliano, Jacob | Dahl, Bergen | Gates, S. James",article,2512.12157,,,https://inspirehep.net/literature/3092791,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2025_2512.12157_10D_Supergravity_Numerical_Data_Sets_for_L_R_Matrices.pdf,pdfs/2025_2512.12157_10D_Supergravity_Numerical_Data_Sets_for_L_R_Matrices.pdf,2025_2512.12157_10D_Supergravity_Numerical_Data_Sets_for_L_R_Matrices.pdf,565186,26,4b3adbda34bf4ba870713ccddad285d8de70c5608fb53ec0dd6f6ae6dcfd4602,4b3adbda34bf4ba870713ccddad285d8de70c5608fb53ec0dd6f6ae6dcfd4602,matched,arXiv,https://arxiv.org/pdf/2512.12157,0,,false,,,
293,2503.13797,2901502,2025,Adinkras & Genomics in Sixteen Color Systems (I),"Arunseangroj, Jeth | Bedessem, Jude | Gates, S. James | Yerger, Gabriel",article,2503.13797,,,https://inspirehep.net/literature/2901502,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2025_2503.13797_Adinkras_Genomics_in_Sixteen_Color_Systems_I.pdf,pdfs/2025_2503.13797_Adinkras_Genomics_in_Sixteen_Color_Systems_I.pdf,2025_2503.13797_Adinkras_Genomics_in_Sixteen_Color_Systems_I.pdf,6092044,33,afae27a547c90cbf68143ed7b786a7fc0fd72cc48a0678dbad0383ccc2c7b4e3,afae27a547c90cbf68143ed7b786a7fc0fd72cc48a0678dbad0383ccc2c7b4e3,matched,arXiv,https://arxiv.org/pdf/2503.13797,0,,false,,,
294,inspire:3104353,3104353,2025,Supersymmetry from superspace to graph theory and polyhedra: Celebrationum scripta collecta,"Gates, S.James | Koutrolikos, Konstantinos",article,,10.1142/S0217751X25300248,,https://inspirehep.net/literature/3104353,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
295,2602.20149,3122895,2026,Quantum Information Approach to Bosonization of Supersymmetric Yang-Mills Fields,"Balu, Radhakrishnan | Gates, S. James",article,2602.20149,,,https://inspirehep.net/literature/3122895,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2026_2602.20149_Quantum_Information_Approach_to_Bosonization_of_Supersymmetric_Yang_Mills_Fields.pdf,pdfs/2026_2602.20149_Quantum_Information_Approach_to_Bosonization_of_Supersymmetric_Yang_Mills_Fields.pdf,2026_2602.20149_Quantum_Information_Approach_to_Bosonization_of_Supersymmetric_Yang_Mills_Fields.pdf,354260,14,2a7e044dac05fc9bc37a8ed0ecf53d7d572e90401dbe3582b83ff46f53875b7b,2a7e044dac05fc9bc37a8ed0ecf53d7d572e90401dbe3582b83ff46f53875b7b,matched,arXiv,https://arxiv.org/pdf/2602.20149,0,,false,,,
